message_id,subject,content,n_words,clean_content,n_words_clean
<17581358.1075859665445.JavaMail.evans@thyme>,PPA Transaction Conditions,"Attached is language which can be included in transactions involving power 
trades (physical or financial) which provides for the following:

1. Alberta market opening condition in favour of Enron Canada for January 1, 
2001; and
2. after market opening, provision for suspension of obligations in case 
there is a legislative or regulatory event affecting the Sundance ""B"" PPA 
which materially adversely impacts our ability to dispatch or sell the power 
of the Sundance ""B"" PPA.

There is, of course, some risk that counterparties will want these provisions 
to be bi-lateral, which could introduce the ability for the counterparty to 
use these concepts to avoid the transaction if, for example, the market moves 
against them.

Regards,
Peter",116,"Attached is language which can be included in transactions involving power 
trades (physical or financial) which provides for the following:

1. Alberta market opening condition in favour of Enron Canada for January 1, 
2001; and
2. after market opening, provision for suspension of obligations in case 
there is a legislative or regulatory event affecting the Sundance ""B"" PPA 
which materially adversely impacts our ability to dispatch or sell the power 
of the Sundance ""B"" PPA.

There is, of course, some risk that counterparties will want these provisions 
to be bi-lateral, which could introduce the ability for the counterparty to 
use these concepts to avoid the transaction if, for example, the market moves 
against them.

Regards,
Peter",116
<1306903.1075851967471.JavaMail.evans@thyme>,CN Update,"Rick:

With respect to CN:   They were eager to meet with us to talk about a JV, and 
joint advocacy of competitive issues in the regulatory arena.    We exchanged 
information (white paper, rate design theories, etc).   I talked to CN's 
attorney last week, and he said that their management had been slow in 
getting back to him on this (even though they were pushing the idea 
initially).   He speculated that they were waiting to see the STB's new 
merger rules before getting together with us.   In any event, he said he 
would get back to me on this.

I left word with Dan on this last week.

Let me know  if you have any questions.

Lisa",116,"Rick:

With respect to CN:   They were eager to meet with us to talk about a JV, and 
joint advocacy of competitive issues in the regulatory arena.    We exchanged 
information (white paper, rate design theories, etc).   I talked to CN's 
attorney last week, and he said that their management had been slow in 
getting back to him on this (even though they were pushing the idea 
initially).   He speculated that they were waiting to see the STB's new 
merger rules before getting together with us.   In any event, he said he 
would get back to me on this.

I left word with Dan on this last week.

Let me know  if you have any questions.

Lisa",116
<27061331.1075863295389.JavaMail.evans@thyme>,PROBLEMS W/ ENPOWER,"If you are trying to make changes to ANY deals today you may have some trouble saving your changes.  If you get a prompt saying you can't save this deal b/c of missing LEGAL ENTITY data.  Do the following

1.  Go to the RISK  tabl
2.  the second white entry portion (from the bottom) will allow you to enter Primary Legal Entity
3.  In this section type in the Counterparty (example Allegheny, EPMI Short Term Southwest, EPMI Long Term California, whoever you are doing business with)

If you have any problems let me know.  Thanks.

P.S.  This should be fixed tomorrow.

Kysa M. Alport
Enron North America
(O) 503-464-7486
(C) 503-706-5308",111,"If you are trying to make changes to ANY deals today you may have some trouble saving your changes.  If you get a prompt saying you can't save this deal b/c of missing LEGAL ENTITY data.  Do the following

1.  Go to the RISK  tabl
2.  the second white entry portion (from the bottom) will allow you to enter Primary Legal Entity
3.  In this section type in the Counterparty (example Allegheny, EPMI Short Term Southwest, EPMI Long Term California, whoever you are doing business with)

If you have any problems let me know.  Thanks.

P.S.  This should be fixed tomorrow.

Kysa M. Alport
Enron North America
(O) 503-464-7486
(C) 503-706-5308",111
<10689485.1075851883019.JavaMail.evans@thyme>,,"?
?
?
?
?
?
?
?
Hi all, Merry Christmas.? I've had several  requests for the SHS email list.? 
I'm not really very good at this computer  stuff.? The only way I could 
figure out how to send?the addresses to  all that have requested them is to 
send this little message?with?the  addresses attached.? I'm sure there is a 
more ""techie"" and acceptable way  but...I am blonde now you know.? Once 
again, Merry Christmas, Happy New  Year and most of all, God bless you richly 
with wonderful friends, family and  His peace.? Love to you all...Diane
 - Holiday Letter Bkgrd.gif",101,"?
?
?
?
?
?
?
?
Hi all, Merry Christmas.? I've had several  requests for the SHS email list.? 
I'm not really very good at this computer  stuff.? The only way I could 
figure out how to send?the addresses to  all that have requested them is to 
send this little message?with?the  addresses attached.? I'm sure there is a 
more ""techie"" and acceptable way  but...I am blonde now you know.? Once 
again, Merry Christmas, Happy New  Year and most of all, God bless you richly 
with wonderful friends, family and  His peace.? Love to you all...Diane
 - Holiday Letter Bkgrd.gif",101
<26484226.1075855280232.JavaMail.evans@thyme>,Mirant Scheduling Issues,"Scheduling Issue:	

	1024	MIRANT(Rala) told me that they could not schedule anymore transactions with me.
		She confirmed they were defaulting on their contracts.

	1050	Informed DYPMI(Katherine) that MIRANT was defaulting on their contracts thus preventing
		me from fulfilling my obligation to DYPMI.

	1200	Russell spoke to the DYPMI trader to discuss LD protocol.



		Option Issue:

	904	MIRANT(Blake Mason) would not accept my exercising of an option.  He confirmed they 
		were defaulting on a firm LD product.

	1051	Told WESCO(Sherry) that MIRANT's defaulting prevented me from fulfilling my obligation  
		to them.

	1200	WESCO(Sherry) informed me WESCO was going to LD ENRON.",100,"Scheduling Issue:	

	1024	MIRANT(Rala) told me that they could not schedule anymore transactions with me.
		She confirmed they were defaulting on their contracts.

	1050	Informed DYPMI(Katherine) that MIRANT was defaulting on their contracts thus preventing
		me from fulfilling my obligation to DYPMI.

	1200	Russell spoke to the DYPMI trader to discuss LD protocol.



		Option Issue:

	904	MIRANT(Blake Mason) would not accept my exercising of an option.  He confirmed they 
		were defaulting on a firm LD product.

	1051	Told WESCO(Sherry) that MIRANT's defaulting prevented me from fulfilling my obligation  
		to them.

	1200	WESCO(Sherry) informed me WESCO was going to LD ENRON.",100
<18706831.1075858868119.JavaMail.evans@thyme>,Technology Daily: International Roundup,"----------------------------------------------------------------------------
NATIONAL JOURNAL'S TECHNOLOGY DAILY 
DAILY FEATURE
is now available on nationaljournal.com:
Click Here: http://nationaljournal.com/pubs/techdaily/
----------------------------------------------------------------------------


TECH DAILY AFTERNOON FEATURE:
International Roundup: Senior Writer William New looks at how the British
government aims to require more data storage by its communication service
providers.
click here to go directly to the feature -
http://nationaljournal.com/pubs/techdaily/features/international/internat011
017.htm


TODAY ON NATIONALJOURNAL.COM:
-- INSIDER INTERVIEW: What's Ahead For Tom Ridge
   http://nationaljournal.com/members/news/2001/10/1017insider.htm

-- AD SPOTLIGHT: Thune Kicks Off His 2002 Senate Campaign
   http://nationaljournal.com/members/adspotlight/2001/10/1017jtsd1.htm


----------------------------
To stop receiving these E-mail Alerts:

Reply to this message and include the word ""unsubscribe"" (without quotes)
in the BODY of the message. 
----------------------------
National Journal's Technology Daily is published daily by National Journal
Group Inc. For more information about National Journal Group's
publications, go to http://www.nationaljournal.com.",125,"NATIONAL JOURNAL'S TECHNOLOGY DAILY 
DAILY FEATURE
is now available on nationaljournal.com:
Click Here: http://nationaljournal.com/pubs/techdaily/



TECH DAILY AFTERNOON FEATURE:
International Roundup: Senior Writer William New looks at how the British
government aims to require more data storage by its communication service
providers.
click here to go directly to the feature -
http://nationaljournal.com/pubs/techdaily/features/international/internat011
017.htm


TODAY ON NATIONALJOURNAL.COM:
 INSIDER INTERVIEW: What's Ahead For Tom Ridge
   http://nationaljournal.com/members/news/2001/10/1017insider.htm

 AD SPOTLIGHT: Thune Kicks Off His 2002 Senate Campaign
   http://nationaljournal.com/members/adspotlight/2001/10/1017jtsd1.htm



To stop receiving these E-mail Alerts:

Reply to this message and include the word ""unsubscribe"" (without quotes)
in the BODY of the message. 

National Journal's Technology Daily is published daily by National Journal
Group Inc. For more information about National Journal Group's
publications, go to http://www.nationaljournal.com.",119
<3539887.1075861194580.JavaMail.evans@thyme>,FERC ruling on March 2000 Operating Reserves,"RBowers@nyiso.com writes to the NYISO_TECH_EXCHANGE Discussion List:

In its Order on Rehearing issued by FERC in Docket ER00-1969-002 on
November 8, 2001, the Commission directed the NYISO to re-calculate
operating reserve charges for March 2000 within 15 days.

The  NYISO  initiated  the  rebilling of March 2000 settlements through the
settlement  adjustment  process  on  the  afternoon  of  November 21, 2001.
Advisory  billing  statements  have  been posting to customer web locations
since  midnight November 22, 2001.  The NYISO anticipates completion of the
March 2000 settlement adjustment at approximately 18:00, November 23, 2001.
Posting  of  advisory billing statements will continue through the evening,
but should complete by 23:00.  Invoices are scheduled to be posted for this
settlement adjustment on, or about, December 7, 2001.

Regards,
Randy A. Bowers
Manager - Customer Settlements

----- Forwarded by Randy Bowers/NYISO on 11/23/01 09:37 AM -----

                    Randy Bowers
                                         To:     nyiso_cset@lists.nyiso.com, TIE List Server
                    11/19/01 11:41       cc:
                    AM                   Subject:     FERC ruling on March 2000 Operating Reserves





In  its  Order  on  Rehearing  issued  by  FERC  in Docket ER00-1969-002 on
November 8, 2001, the Commission rejected the NYISO's request for rehearing
to  continue  to  bill for operating reserves based on the $2.52 bid cap in
effect  for  the period March 1 through March 27, 2000.  FERC also directed
the NYISO to re-calculate operating reserve charges for that period without
the bid cap in place.

On Friday, November 16, 2001, the NYISO filed a stay/extension with FERC in
order  to postpone any re-billing pending an appeal of the FERC decision in
the  Federal Appeals Court. In the event that FERC does not act in a timely
manner   on  the  NYISO's  request,  the  upcoming  March  2000  settlement
adjustment,  expected  to  be  issued  on  or  about December 7, 2001, will
reflect  this  re-calculation in accordance with the FERC Order.  The total
amount  of  this  adjustment  is  approximately  $27 million, which will be
allocated  to the appropriate suppliers and LSE's for the period of March 1
through March 27, 2000.

Regards,
Randy A. Bowers
Manager - Customer Settlements",334,"RBowers@nyiso.com writes to the NYISOTECHEXCHANGE Discussion List:

In its Order on Rehearing issued by FERC in Docket ER00-1969-002 on
November 8, 2001, the Commission directed the NYISO to re-calculate
operating reserve charges for March 2000 within 15 days.

The  NYISO  initiated  the  rebilling of March 2000 settlements through the
settlement  adjustment  process  on  the  afternoon  of  November 21, 2001.
Advisory  billing  statements  have  been posting to customer web locations
since  midnight November 22, 2001.  The NYISO anticipates completion of the
March 2000 settlement adjustment at approximately 18:00, November 23, 2001.
Posting  of  advisory billing statements will continue through the evening,
but should complete by 23:00.  Invoices are scheduled to be posted for this
settlement adjustment on, or about, December 7, 2001.

Regards,
Randy A. Bowers
Manager - Customer Settlements",129
<24924537.1075856782862.JavaMail.evans@thyme>,Re: Billing Question,"Thank you for your message. The credit card I want to use is currently stored
in your system. When I want to update the billing information with this card
number, I am getting the answer: Credit card already in use. The card is in
good standing and there is absolutely no problem with this card and there was
never any problem. I don't understand why your system failed. I think that
this is your problem, not mine.

DISCOVER
Last 4 digits: 0057.
Expiration: 05/02

Sincerely,

W. Kaminski
P.S. I have just called Discover and was told the account is in pefect shape
(as expected). As I have said,  you must have a bug in your system.",116,"Thank you for your message. The credit card I want to use is currently stored
in your system. When I want to update the billing information with this card
number, I am getting the answer: Credit card already in use. The card is in
good standing and there is absolutely no problem with this card and there was
never any problem. I don't understand why your system failed. I think that
this is your problem, not mine.

DISCOVER
Last 4 digits: 0057.
Expiration: 05/02

Sincerely,

W. Kaminski
P.S. I have just called Discover and was told the account is in pefect shape
(as expected). As I have said,  you must have a bug in your system.",116
<12852426.1075844351646.JavaMail.evans@thyme>,Enron/Hawaii,"Attached in WordPerfect are blacklines of the final forms of the following 
documents marked to show changes from the March 30 versions.  These documents 
have been agreed to by Mayer Brown.  (Please note that these same documents 
will follow in Word by separate email).

1.  Subscription Documents (234556);
2.  Swap Confirmation (235317);
3.  Form Swap Confirmation (233288);
4.  Trust Agreement (232340);
5.  Facility Agreement (232330);
6.  Put Option Agreement (535217);
7.  Asset LLC Agreement (232928);
8.  McGarret I LLC Agreement (235313); and
9.  Drawdown Request (235066).


Deborah Lowe
Andrews & Kurth L.L.P.
1717 Main Street, Suite 3700
Dallas, Texas  75201
(214) 659-4427
(214) 659-4401 (Fax)

 - 535217.wpd
 - 232340.wpd
 - 232928.wpd
 - 233288.wpd
 - 234566.wpd
 - 235066.wpd
 - 235313.wpd
 - 235317.wpd
 - 232330.wpd",123,"Attached in WordPerfect are blacklines of the final forms of the following 
documents marked to show changes from the March 30 versions.  These documents 
have been agreed to by Mayer Brown.  (Please note that these same documents 
will follow in Word by separate email).

1.  Subscription Documents (234556);
2.  Swap Confirmation (235317);
3.  Form Swap Confirmation (233288);
4.  Trust Agreement (232340);
5.  Facility Agreement (232330);
6.  Put Option Agreement (535217);
7.  Asset LLC Agreement (232928);
8.  McGarret I LLC Agreement (235313); and
9.  Drawdown Request (235066).


Deborah Lowe
Andrews & Kurth L.L.P.
1717 Main Street, Suite 3700
Dallas, Texas  75201
(214) 659-4427
(214) 659-4401 (Fax)

 - 535217.wpd
 - 232340.wpd
 - 232928.wpd
 - 233288.wpd
 - 234566.wpd
 - 235066.wpd
 - 235313.wpd
 - 235317.wpd
 - 232330.wpd",123
<28194741.1075840417031.JavaMail.evans@thyme>,RE: Shut - In costs,"Grigs,

I talked to Lambie (our resident produciton and reserve expert) about this and he thought it was highly unlikely that producers would shut in eastern rocks production for a couple of reasons. Apparently, if you shut in coal bed methane production there is a serious risk that the well will ""water out"" either ruining the well or causing 6 months to a year of production delays. Also, it seem logistically unlikely due to the small production volumes associated with each individual well (100-500 mm/d). In Chris's opinion coal bed methane would be some of the last production we would ever see shut in. Hope this helps. Let me know if you learn anything further.

Chris

 -----Original Message-----
From: 	Grigsby, Mike  
Sent:	Tuesday, October 02, 2001 3:30 PM
To:	Dorland, Chris; Cowan, Mike
Subject:	Shut - In costs

I am guessing that you guys have market knowledge of shut-in costs for western Canada.  We have heard all of the typical low price rumors of Rockies shut-ins at a dollar.  I am going to put Steve South and Paul Lucci in charge of presenting a shut-in analysis by field in the Rockies and san juan.  What do I need to have these guys look at in terms of variable costs.  Is it as simple as gathering and processing?  

Let me know your thoughts.

Thanks,
Grigsby",224,"Grigs,

I talked to Lambie (our resident produciton and reserve expert) about this and he thought it was highly unlikely that producers would shut in eastern rocks production for a couple of reasons. Apparently, if you shut in coal bed methane production there is a serious risk that the well will ""water out"" either ruining the well or causing 6 months to a year of production delays. Also, it seem logistically unlikely due to the small production volumes associated with each individual well (100-500 mm/d). In Chris's opinion coal bed methane would be some of the last production we would ever see shut in. Hope this helps. Let me know if you learn anything further.

Chris",116
<22894940.1075840778055.JavaMail.evans@thyme>,Re: Generation Earnings Model,"Michelle,
I agree with you that we need to run AT LEAST 500 iterations.  But I did not
realize that it took 16 hours to run 100 iterations. Helen and I talked earlier about
using parallel computing technique to split the algorithm into smaller parts and
run the parts separately on different processors, then aggregate the results.
This procedure makes better use of computer power and saves time. Looks like
we have to do it this way now.  Buying a more powerful computer helps but 
does not solve the problem. 

In addition, we might want to re-consider if writing the code in VB is optimal.
I was assured at the very beginning that VB runs as fast (if not faster) as C,
but some re-assurance from IT group on this issue is helpful.

Best,
Alex


   
	  From:  Michelle D Cisneros @ ECT                           04/09/2001 02:52 PM	
		


To:	Alex Huang/Corp/Enron@ENRON
cc:	Gary Hickerson, Danielle Romain 

Subject:	Generation Earnings Model

Hi Alex-

Danielle and I were talking to David M. today regarding running the model for purposes of back testing the results. Last week we ran Calpine using 46 days of historical forward price data at 10 and 100 iterations. The 100 iteration run took 16 hours to run. To run all 20 companies with the 46 days worth of data and at 100 iterations is estimated to take about 28 days. We are concerned that 100 iterations will not be sufficient and will need to be increased to at least 500 iterations. 

We are thinking that we need to use a server or something much more powerful than the test computer we have been using. Do you have any suggestions as to how we can improve the process?

Thanks,
Michelle
X35435


Hi Alex-

Danielle and I were talking to David M. today regarding running the model for purposes of back testing the results. Last week we ran Calpine using 46 days of historical forward price data at 10 and 100 iterations. The 100 iteration run took 16 hours to run. To run all 20 companies with the 46 days worth of data and at 100 iterations is estimated to take about 28 days. We are concerned that 100 iterations will not be sufficient and will need to be increased to at least 500 iterations. 

We are thinking that we need to use a server or something much more powerful than the test computer we have been using. Do you have any suggestions as to how we can improve the process?

Thanks,
Michelle
X35435",420,"Michelle,
I agree with you that we need to run AT LEAST 500 iterations.  But I did not
realize that it took 16 hours to run 100 iterations. Helen and I talked earlier about
using parallel computing technique to split the algorithm into smaller parts and
run the parts separately on different processors, then aggregate the results.
This procedure makes better use of computer power and saves time. Looks like
we have to do it this way now.  Buying a more powerful computer helps but 
does not solve the problem. 

In addition, we might want to re-consider if writing the code in VB is optimal.
I was assured at the very beginning that VB runs as fast (if not faster) as C,
but some re-assurance from IT group on this issue is helpful.

Best,
Alex",135
<11898309.1075840953436.JavaMail.evans@thyme>,Kingshill Order Confirmation,"Thank you for your order with Kingshill. Your details have been recorded as follows: 
Date: Thursday, February 07, 2002 
Name: Mrs Louise Nettelton 
Telephone: 07778757656 
Email: louise@enron.com 
Order No: 3507 
********************* 
Code: Y04537P 
Item: SLIM SKIRT    
* Pale Pink 
* 18 
Quantity: 1 
Price: 255.00 
Code: Y40354T 
Item: SAND SWEATER    
* Sand 
* L 
Quantity: 1 
Price: 95.00 
Code: Y99930T 
Item: DRIVING SHOE 
* Sand 
*  8 (41) 
Quantity: 1 
Price: 69.00 
Code: Y04536P 
Item: STAND COLLAR JACKET    
* Pale Pink 
* 18 
Quantity: 1 
Price: 519.00 
Code: Y40356D 
Item: SCOOP NECK TUNIC    
* Beige 
* L 
Quantity: 1 
Price: 109.00 
Code: Y40350B 
Item: GARTER STRETCH TUNIC    
* Navy 
* L 
Quantity: 1 
Price: 155.00 
********************* 
Tax: 0.00 
Shipping: 0.00 
Total: 1,202.00 
If you have any questions, please contact us.",130,"Thank you for your order with Kingshill. Your details have been recorded as follows: 
Date: Thursday, February 07, 2002 
Name: Mrs Louise Nettelton 
Telephone: 07778757656 
Email: louise@enron.com 
Order No: 3507 
********************* 
Code: Y04537P 
Item: SLIM SKIRT    
* Pale Pink 
* 18 
Quantity: 1 
Price: 255.00 
Code: Y40354T 
Item: SAND SWEATER    
* Sand 
* L 
Quantity: 1 
Price: 95.00 
Code: Y99930T 
Item: DRIVING SHOE 
* Sand 
*  8 (41) 
Quantity: 1 
Price: 69.00 
Code: Y04536P 
Item: STAND COLLAR JACKET    
* Pale Pink 
* 18 
Quantity: 1 
Price: 519.00 
Code: Y40356D 
Item: SCOOP NECK TUNIC    
* Beige 
* L 
Quantity: 1 
Price: 109.00 
Code: Y40350B 
Item: GARTER STRETCH TUNIC    
* Navy 
* L 
Quantity: 1 
Price: 155.00 
********************* 
Tax: 0.00 
Shipping: 0.00 
Total: 1,202.00 
If you have any questions, please contact us.",130
<6583549.1075852039209.JavaMail.evans@thyme>,My interest,"Hi Stacey,

Zhiyun Yang has given me your e-mail address recently.

I am interested in your company and would like to meet with you to discuss
my background and possibility of joining Enron.  My background is diverse: I
have five years of experience in financial analysis in banking industry and
three years of Risk Management at PacifiCorp.  I also have strong computer
skills and I am a problem solver.  In terms of education, I am pursuing MS
in Decision Analysis at Portland State University.  I am looking for a
position utilizing my analytical and computational skills at a dynamic
company such as Enron.

Thank you for your time and I am looking forward hearing from you.


 <<Hasnah Mat-Amin.doc>>

 - Hasnah Mat-Amin.doc",121,"Hi Stacey,

Zhiyun Yang has given me your e-mail address recently.

I am interested in your company and would like to meet with you to discuss
my background and possibility of joining Enron.  My background is diverse: I
have five years of experience in financial analysis in banking industry and
three years of Risk Management at PacifiCorp.  I also have strong computer
skills and I am a problem solver.  In terms of education, I am pursuing MS
in Decision Analysis at Portland State University.  I am looking for a
position utilizing my analytical and computational skills at a dynamic
company such as Enron.

Thank you for your time and I am looking forward hearing from you.


 

 - Hasnah Mat-Amin.doc",119
<14682501.1075840785540.JavaMail.evans@thyme>,Telephone Interview with the Enron Research Group,"Good morning Richard:

Your resume was forwarded to Vince Kaminski and the Research group
and they would like to conduct a telephone interview with you at your
convenience.

Please give me some dates and times that you would be available and
I will coordinate the schedule.  Also, the telephone number you wish to be
contacted at.  

The telephone interview will be last approximately an hour and the 
interviewers would be:

Vince Kaminski		Managing Director, Research
Stinson Gibner		Vice President, Research
Vasant Shanbhogue	Vice President, Research

Thanks Richard and we look forward to hearing from you.

Regards,

Shirley Crenshaw
Administrative Coordinator
Enron Research Group
713-853-5290
email:  Shirley.Crenshaw@enron.com",106,"Good morning Richard:

Your resume was forwarded to Vince Kaminski and the Research group
and they would like to conduct a telephone interview with you at your
convenience.

Please give me some dates and times that you would be available and
I will coordinate the schedule.  Also, the telephone number you wish to be
contacted at.  

The telephone interview will be last approximately an hour and the 
interviewers would be:

Vince Kaminski		Managing Director, Research
Stinson Gibner		Vice President, Research
Vasant Shanbhogue	Vice President, Research

Thanks Richard and we look forward to hearing from you.

Regards,

Shirley Crenshaw
Administrative Coordinator
Enron Research Group
713-853-5290
email:  Shirley.Crenshaw@enron.com",106
<26960991.1075860198998.JavaMail.evans@thyme>,New Product Type Awaiting Approval,"Good morning,

Just a heads up to let you know that there is a new product type awaiting 
your approval (currently ""Partially Approved"") in EnronOnline Datamanager. It 
is an Australian power financial spread product (#2001) and will be an 
inter-regional spread using the existing financial power swap products i.e. 
VIC, SA, NSW & QLD peak & flat products as the underlying contracts.

Our senior legal counsel in the Sydney office, David Minns, has indicated 
that the existing GTC for Australian power products (see attached) can also 
be used for this new product type.

I would appreciate it if you could review this as soon as possible. Please 
let me know if you require anything further.

Note, a sigma factor (4.07) has been assigned by RAC which will be amended 
after the product type has been approved.

Regards,

Justin Timothy
PCG - Sydney",142,"Good morning,

Just a heads up to let you know that there is a new product type awaiting 
your approval (currently ""Partially Approved"") in EnronOnline Datamanager. It 
is an Australian power financial spread product (#2001) and will be an 
inter-regional spread using the existing financial power swap products i.e. 
VIC, SA, NSW & QLD peak & flat products as the underlying contracts.

Our senior legal counsel in the Sydney office, David Minns, has indicated 
that the existing GTC for Australian power products (see attached) can also 
be used for this new product type.

I would appreciate it if you could review this as soon as possible. Please 
let me know if you require anything further.

Note, a sigma factor (4.07) has been assigned by RAC which will be amended 
after the product type has been approved.

Regards,

Justin Timothy
PCG - Sydney",142
<29546882.1075852825755.JavaMail.evans@thyme>,Need more contact lenses?,"[IMAGE]		
			[IMAGE]		
		[IMAGE]			
 [IMAGE] 	  [IMAGE] 	[IMAGE]	[IMAGE]		
			 Dear Kevin,     This  Personalized Re-order Page was created just for you.   Simply  click on your secure personal link button above and start the easy process  of ordering your contact lenses online.   If  you have any questions, please contact one of our Internet specialists  by either replying to this message or calling us toll free at 1-800-CONTACTS.    Our  goal is to provide you the fastest, easiest and most convenient way  to replace your contacts.   Sincerely,    The  team at 1-800 CONTACTS   If  you have troubles with the above button please cut and paste the following  link into your browser and hit enter:  https://order.1800contacts.com/reo.csp?link=hchehbhjcpknkppginpjflhk&ac=reo2101701   If  you would like to be removed from our reminder list, please reply to  this message with 'UNSUBSCRIBE' in the subject.  		
			[IMAGE]		
	  Most Popular  | Vial  Lenses  | Toric Lenses  | Color Lenses  | Bifocal  Lenses  | Other Lenses 		[IMAGE]",148,"Dear Kevin,     This  Personalized Re-order Page was created just for you.   Simply  click on your secure personal link button above and start the easy process  of ordering your contact lenses online.   If  you have any questions, please contact one of our Internet specialists  by either replying to this message or calling us toll free at 1-800-CONTACTS.    Our  goal is to provide you the fastest, easiest and most convenient way  to replace your contacts.   Sincerely,    The  team at 1-800 CONTACTS   If  you have troubles with the above button please cut and paste the following  link into your browser and hit enter:  https://order.1800contacts.com/reo.csp?link=hchehbhjcpknkppginpjflhk&ac=reo2101701   If  you would like to be removed from our reminder list, please reply to  this message with 'UNSUBSCRIBE' in the subject.  		
					
	  Most Popular  | Vial  Lenses  | Toric Lenses  | Color Lenses  | Bifocal  Lenses  | Other Lenses",139
<18733515.1075858804254.JavaMail.evans@thyme>,Breaking News from ABCNEWS.com,"Breaking News from ABCNEWS.com

The White House says it has detected anthrax at an off-site mail facility.


http://www.abcnews.go.com


---- ADVERTISEMENT ----

$899 INSTANT OFFICE, JUST ADD DESK, From Compaq

Get the Compaq Evo(tm) D300s Desktop with Microsoft(R) Office XP SBE and an Intel PentiumR 4 processor with a 17"" Compaq Monitor for just $899 (including free shipping). Or lease now and make no payments until February 2002.  Find out more at: http://transfer.go.com/cgi/transfer.pl?goto=http://www.compaq.com/breakingnews/899offer&name=compaq4&srvc=nws

-----------------------

ABCNEWS.com:  Up to the Moment, Up to You (tm)
http://abcnews.go.com
---
You received this mail because you subscribed via ABCNEWS.com. If you would like to stop receiving these mailings, log into our mailcenter at http://login.mailpref.go.com/unsubscribe .

Please do not respond to this mail. Questions or comments can be submitted at
http://abcnews.go.com/service/help/abccontact.html",124,"Breaking News from ABCNEWS.com

The White House says it has detected anthrax at an off-site mail facility.


http://www.abcnews.go.com


 ADVERTISEMENT 

$899 INSTANT OFFICE, JUST ADD DESK, From Compaq

Get the Compaq Evo(tm) D300s Desktop with Microsoft(R) Office XP SBE and an Intel PentiumR 4 processor with a 17"" Compaq Monitor for just $899 (including free shipping). Or lease now and make no payments until February 2002.  Find out more at: http://transfer.go.com/cgi/transfer.pl?goto=http://www.compaq.com/breakingnews/899offer&name=compaq4&srvc=nws



ABCNEWS.com:  Up to the Moment, Up to You (tm)
http://abcnews.go.com

You received this mail because you subscribed via ABCNEWS.com. If you would like to stop receiving these mailings, log into our mailcenter at http://login.mailpref.go.com/unsubscribe .

Please do not respond to this mail. Questions or comments can be submitted at
http://abcnews.go.com/service/help/abccontact.html",120
<24312411.1075859897842.JavaMail.evans@thyme>,EnronOnline - Short Term Canadian Physical Deals,"Mark, I understand that for certain short term Canadian physical deals 
completed between ENA and Enron Canada through the facilities of EnronOnline, 
ENA and Enron Canada have agreed to transact these deals as physical deals 
but book them as financial deals.  I was asked to prepare an agreement to be 
entered into between ENA and Enron Canada to reflect this agreement.  I 
attach a copy for your review and comment.  Please call me to let me know if 
you have any comments at your earliest convenience, as I understand that 
there is some urgency in getting this agreement in place.

Thanks

Greg Johnston (403-974-6745)",104,"Mark, I understand that for certain short term Canadian physical deals 
completed between ENA and Enron Canada through the facilities of EnronOnline, 
ENA and Enron Canada have agreed to transact these deals as physical deals 
but book them as financial deals.  I was asked to prepare an agreement to be 
entered into between ENA and Enron Canada to reflect this agreement.  I 
attach a copy for your review and comment.  Please call me to let me know if 
you have any comments at your earliest convenience, as I understand that 
there is some urgency in getting this agreement in place.

Thanks

Greg Johnston (403-974-6745)",104
<11044222.1075841521893.JavaMail.evans@thyme>,EnPower Deal Entry question,"Heather,

  Do you know :
  If there are 3 strips in a deal that cover different time periods, say April 1 for a strip, April 2 for another strip, and April 3 - 31 for a third strip....if we plug in a price on only one of the strips, are the days from the other strips going to get valued properly?  

 In the instances that we have had, all three strips were filled in and Risk valued the deal properly; it was just CARP and UNIFY that were reading three times the MW Month amount, which I guess in the end is a simple problem.

 Holden brought up this point and I wonder the same...do you know?

  Virginia",118,"Heather,

  Do you know :
  If there are 3 strips in a deal that cover different time periods, say April 1 for a strip, April 2 for another strip, and April 3 - 31 for a third strip....if we plug in a price on only one of the strips, are the days from the other strips going to get valued properly?  

 In the instances that we have had, all three strips were filled in and Risk valued the deal properly; it was just CARP and UNIFY that were reading three times the MW Month amount, which I guess in the end is a simple problem.

 Holden brought up this point and I wonder the same...do you know?

  Virginia",118
